bin,mean,std,count,sem,ci_lower,ci_upper
8960.0,27.0,16.97056274847714,2,12.0,3.4800000000000004,50.519999999999996
8970.0,44.0,36.76955262170047,2,26.0,0.0,94.96000000000001
8980.0,36.5,27.577164466275352,2,19.5,0.0,74.72
8990.0,46.0,16.97056274847714,2,12.0,22.48,69.52
9000.0,25.5,12.020815280171307,2,8.5,8.84,42.16
9010.0,11.5,9.192388155425117,2,6.5,0.0,24.240000000000002
9020.0,17.0,8.48528137423857,2,6.0,5.24,28.759999999999998
9030.0,26.0,5.656854249492381,2,4.0,18.16,33.84
9040.0,23.0,12.727922061357855,2,9.0,5.359999999999999,40.64
9050.0,18.0,9.899494936611665,2,7.0,4.280000000000001,31.72
9060.0,22.5,20.506096654409877,2,14.5,0.0,50.92
9070.0,30.0,0.0,2,0.0,30.0,30.0
9080.0,14.5,2.1213203435596424,2,1.5,11.56,17.44
9090.0,26.0,18.384776310850235,2,13.0,0.5199999999999996,51.480000000000004
9100.0,35.0,25.45584412271571,2,18.0,0.0,70.28
9110.0,15.0,7.0710678118654755,2,5.0,5.199999999999999,24.8
9120.0,22.0,1.4142135623730951,2,1.0,20.04,23.96
9130.0,55.0,22.627416997969522,2,16.0,23.64,86.36
9140.0,64.5,20.506096654409877,2,14.5,36.08,92.92
9150.0,67.0,1.4142135623730951,2,1.0,65.04,68.96
9160.0,29.5,4.949747468305833,2,3.5,22.64,36.36
9170.0,38.5,9.192388155425117,2,6.5,25.759999999999998,51.24
9180.0,47.5,14.849242404917497,2,10.5,26.92,68.08
9190.0,70.0,25.45584412271571,2,18.0,34.72,105.28
9200.0,61.0,0.0,2,0.0,61.0,61.0
9210.0,42.5,3.5355339059327378,2,2.5,37.6,47.4
9220.0,45.0,15.556349186104045,2,11.0,23.44,66.56
9230.0,72.5,26.16295090390226,2,18.5,36.24,108.75999999999999
9240.0,71.0,28.284271247461902,2,20.0,31.799999999999997,110.2
9250.0,70.5,10.606601717798213,2,7.5,55.8,85.2
9260.0,41.0,12.727922061357855,2,9.0,23.36,58.64
9270.0,64.5,44.54772721475249,2,31.5,2.759999999999998,126.24000000000001
9280.0,80.0,38.18376618407357,2,27.0,27.08,132.92000000000002
9290.0,34.0,11.313708498984761,2,8.0,18.32,49.68
9300.0,31.0,1.4142135623730951,2,1.0,29.04,32.96
9310.0,15.5,3.5355339059327378,2,2.5,10.6,20.4
9320.0,19.0,1.4142135623730951,2,1.0,17.04,20.96
9330.0,28.5,4.949747468305833,2,3.5,21.64,35.36
9340.0,34.0,2.8284271247461903,2,2.0,30.08,37.92
9350.0,26.5,6.363961030678928,2,4.5,17.68,35.32
9360.0,42.5,6.363961030678928,2,4.5,33.68,51.32
9370.0,49.0,26.870057685088806,2,19.0,11.759999999999998,86.24000000000001
9380.0,112.5,19.091883092036785,2,13.5,86.03999999999999,138.96
9390.0,40.5,4.949747468305833,2,3.5,33.64,47.36
9400.0,39.5,3.5355339059327378,2,2.5,34.6,44.4
9410.0,30.5,4.949747468305833,2,3.5,23.64,37.36
9420.0,36.5,0.7071067811865476,2,0.5,35.52,37.48
9430.0,63.0,2.8284271247461903,2,2.0,59.08,66.92
